payment_id,payment_method,payment_status,payment_date
43309,UPI,Paid,2026-07-02
43310,UPI,Paid,2025-05-07
43311,UPI,Paid,2025-11-06
43312,Net Banking,Paid,2025-04-05
43313,Net Banking,Pending,2025-02-01
43314,UPI,Paid,2024-11-06
43315,Cash,Paid,2025-04-13
43316,UPI,Paid,2024-11-29
43317,Cash,Paid,2025-06-14
43318,UPI,Paid,2026-05-06
43319,UPI,Paid,2025-08-21
43320,UPI,Paid,2026-02-21
43321,UPI,Failed,2025-09-23
43322,UPI,Paid,2025-03-02
43323,UPI,Paid,2024-10-16
43324,Cash,Paid,2024-09-20
43325,Card,Paid,2026-03-30
43326,Card,Paid,2025-05-20
43327,UPI,Paid,2026-03-16
43328,Card,Paid,2025-03-30
43329,UPI,Paid,2025-03-03
43330,Cash,Paid,2024-10-31
43331,Cash,Paid,2026-01-10
43332,UPI,Paid,2024-08-25
43333,Net Banking,Paid,2024-11-03
43334,UPI,Paid,2026-07-09
43335,Cash,Paid,2024-12-31
43336,UPI,Paid,2026-03-16
43337,Cash,Pending,2025-01-19
43338,UPI,Paid,2025-06-29
43339,Cash,Paid,2026-05-15
43340,Cash,Paid,2026-03-05
43341,Net Banking,Paid,2025-07-13
43342,Card,Paid,2025-03-21
43343,Cash,Paid,2024-10-13
43344,UPI,Paid,2024-10-15
43345,UPI,Paid,2025-09-12
43346,Card,Paid,2025-07-20
43347,Card,Paid,2024-09-28
43348,UPI,Paid,2025-03-09
43349,UPI,Failed,2024-09-28
43350,UPI,Paid,2024-10-23
43351,Cash,Refunded,2025-07-29
43352,UPI,Paid,2026-07-20
43353,UPI,Failed,2025-01-21
43354,UPI,Paid,2024-12-12
43355,UPI,Paid,2026-02-21
43356,UPI,Paid,2024-12-09
43357,UPI,Paid,2026-07-13
43358,Card,Paid,2024-10-01
43359,UPI,Paid,2025-03-10
43360,UPI,Paid,2024-08-05
43361,UPI,Paid,2026-02-23
43362,Card,Paid,2025-06-22
43363,UPI,Paid,2024-08-18
43364,UPI,Paid,2025-06-13
43365,Cash,Paid,2024-09-12
43366,UPI,Paid,2025-01-31
43367,Card,Paid,2025-04-10
43368,Card,Paid,2025-03-05
43369,UPI,Paid,2026-02-08
43370,Net Banking,Paid,2026-01-28
43371,UPI,Paid,2026-03-19
43372,UPI,Refunded,2026-04-13
43373,Card,Paid,2026-02-12
43374,UPI,Paid,2024-12-05
43375,Cash,Paid,2025-09-29
43376,Net Banking,Pending,2026-01-12
43377,UPI,Paid,2024-10-09
43378,Card,Paid,2026-02-03
43379,UPI,Paid,2025-09-11
43380,Card,Paid,2025-10-14
43381,UPI,Paid,2025-10-26
43382,Card,Paid,2025-02-14
43383,Cash,Paid,2024-09-14
43384,UPI,Paid,2024-11-01
43385,UPI,Paid,2026-03-01
43386,Card,Paid,2025-04-30
43387,UPI,Paid,2025-12-06
43388,Card,Paid,2025-02-26
43389,Cash,Paid,2025-11-07
43390,Card,Paid,2025-11-03
43391,Card,Paid,2025-01-25
43392,Cash,Paid,2026-01-02
43393,Cash,Paid,2025-05-01
43394,Card,Paid,2025-10-10
43395,Cash,Paid,2024-12-02
43396,UPI,Paid,2025-11-04
43397,Net Banking,Pending,2025-08-20
43398,UPI,Paid,2026-06-19
43399,UPI,Paid,2026-03-02
43400,Cash,Paid,2024-08-09
43401,UPI,Paid,2025-05-11
43402,Card,Paid,2024-10-18
43403,UPI,Paid,2026-06-07
43404,Card,Paid,2025-11-25
43405,Card,Paid,2026-03-20
43406,UPI,Paid,2026-07-14
43407,UPI,Paid,2025-06-03
43408,UPI,Refunded,2025-05-16
43409,UPI,Paid,2025-12-30
43410,UPI,Paid,2025-11-16
43411,Card,Refunded,2025-03-03
43412,Cash,Paid,2025-09-30
43413,Card,Paid,2025-04-29
43414,UPI,Paid,2024-11-11
43415,UPI,Paid,2026-03-04
43416,UPI,Paid,2026-05-18
43417,UPI,Paid,2025-10-03
43418,Card,Paid,2024-12-06
43419,Net Banking,Paid,2026-01-24
43420,UPI,Paid,2024-10-09
43421,UPI,Paid,2025-03-29
43422,Wallet,Paid,2024-09-23
43423,Net Banking,Paid,2025-02-08
43424,UPI,Paid,2026-02-17
43425,UPI,Paid,2024-08-23
43426,Net Banking,Paid,2026-02-12
43427,Cash,Paid,2025-07-18
43428,Wallet,Paid,2025-11-24
43429,Wallet,Paid,2025-01-31
43430,Net Banking,Paid,2025-11-03
43431,Wallet,Paid,2026-03-19
43432,UPI,Paid,2025-08-26
43433,Cash,Paid,2025-02-21
43434,UPI,Paid,2026-04-25
43435,UPI,Paid,2025-07-22
43436,UPI,Paid,2024-11-19
43437,Card,Paid,2026-03-02
43438,Net Banking,Paid,2025-08-04
43439,UPI,Failed,2025-09-29
43440,UPI,Paid,2025-04-01
43441,UPI,Paid,2026-07-15
43442,Card,Paid,2026-04-06
43443,UPI,Paid,2025-05-01
43444,Cash,Paid,2025-12-11
43445,UPI,Paid,2024-11-06
43446,UPI,Paid,2026-04-09
43447,Card,Paid,2025-10-05
43448,UPI,Paid,2025-07-03
43449,UPI,Paid,2026-02-02
43450,UPI,Paid,2025-04-17
43451,UPI,Paid,2026-07-13
43452,Card,Paid,2025-12-26
43453,Net Banking,Paid,2024-11-01
43454,Net Banking,Paid,2026-05-14
43455,UPI,Paid,2025-03-25
43456,Card,Paid,2026-05-15
43457,Net Banking,Paid,2024-12-20
43458,Card,Paid,2024-11-22
43459,Cash,Paid,2024-12-01
43460,Card,Paid,2025-07-21
43461,UPI,Paid,2025-07-22
43462,Net Banking,Paid,2025-05-14
43463,UPI,Refunded,2026-04-27
43464,Net Banking,Failed,2025-01-20
43465,UPI,Paid,2026-03-07
43466,UPI,Paid,2024-08-28
43467,Net Banking,Paid,2026-07-08
43468,Wallet,Paid,2025-01-20
43469,UPI,Paid,2026-05-04
43470,Cash,Paid,2026-01-30
43471,Card,Paid,2026-03-23
43472,Cash,Paid,2025-08-03
43473,UPI,Paid,2025-03-27
43474,UPI,Paid,2025-10-26
43475,UPI,Paid,2026-02-01
43476,UPI,Pending,2024-09-02
43477,Card,Paid,2024-11-28
43478,UPI,Paid,2024-11-29
43479,Wallet,Paid,2024-11-25
43480,UPI,Paid,2024-11-05
43481,UPI,Paid,2025-03-30
43482,UPI,Paid,2025-11-29
43483,UPI,Paid,2025-07-21
43484,Cash,Paid,2024-10-18
43485,Wallet,Paid,2025-09-08
43486,Net Banking,Paid,2026-03-24
43487,Card,Paid,2025-05-03
43488,UPI,Paid,2026-01-26
43489,UPI,Paid,2025-11-17
43490,Cash,Paid,2024-12-12
43491,UPI,Paid,2026-07-12
43492,UPI,Paid,2025-10-08
43493,UPI,Failed,2025-02-21
43494,UPI,Paid,2024-10-28
43495,Net Banking,Paid,2024-11-05
43496,UPI,Paid,2025-07-31
43497,Wallet,Paid,2025-05-15
43498,Cash,Paid,2025-06-21
43499,UPI,Pending,2024-10-05
43500,UPI,Paid,2026-03-04
43501,Net Banking,Failed,2026-02-06
43502,Cash,Paid,2025-02-16
43503,UPI,Paid,2025-04-18
43504,Cash,Paid,2026-03-03
43505,Card,Paid,2025-10-08
43506,UPI,Paid,2024-08-16
43507,UPI,Paid,2026-04-24
43508,Card,Paid,2025-04-06
43509,UPI,Paid,2025-08-04
43510,Net Banking,Pending,2024-08-22
43511,UPI,Paid,2025-05-02
43512,UPI,Paid,2025-06-15
43513,UPI,Paid,2025-07-24
43514,UPI,Paid,2025-03-03
43515,Wallet,Paid,2026-07-24
43516,UPI,Paid,2026-05-25
43517,UPI,Failed,2026-07-25
43518,Cash,Paid,2026-04-29
43519,UPI,Failed,2026-03-14
43520,UPI,Paid,2025-11-12
43521,Cash,Paid,2025-06-21
43522,UPI,Paid,2026-06-12
43523,Cash,Pending,2025-07-17
43524,UPI,Paid,2026-07-02
43525,UPI,Paid,2025-12-07
43526,UPI,Paid,2025-09-10
43527,Card,Paid,2024-09-06
43528,Net Banking,Paid,2025-06-10
43529,Cash,Paid,2024-10-23
43530,Cash,Paid,2026-04-03
43531,UPI,Paid,2026-01-30
43532,UPI,Paid,2025-10-19
43533,UPI,Paid,2026-02-13
43534,UPI,Paid,2025-12-05
43535,UPI,Paid,2024-11-05
43536,UPI,Paid,2025-12-08
43537,Card,Pending,2025-07-21
43538,Wallet,Paid,2026-07-27
43539,UPI,Paid,2025-08-12
43540,UPI,Pending,2025-03-08
43541,UPI,Paid,2025-10-15
43542,Card,Paid,2025-10-04
43543,Card,Paid,2025-09-04
43544,Card,Paid,2026-04-22
43545,Net Banking,Paid,2026-01-30
43546,Wallet,Paid,2026-03-07
43547,UPI,Paid,2025-02-03
43548,UPI,Failed,2024-09-07
43549,UPI,Paid,2026-04-25
43550,Card,Paid,2025-09-26
43551,UPI,Paid,2025-11-10
43552,UPI,Paid,2025-10-15
43553,Card,Paid,2026-03-12
43554,Card,Paid,2024-11-21
43555,UPI,Paid,2025-07-26
43556,UPI,Paid,2026-03-01
43557,UPI,Paid,2025-05-15
43558,Cash,Paid,2025-03-07
43559,Card,Paid,2024-10-13
43560,UPI,Paid,2025-10-05
43561,Cash,Pending,2026-07-31
43562,Card,Pending,2024-09-03
43563,UPI,Paid,2025-01-06
43564,UPI,Paid,2026-01-03
43565,UPI,Paid,2025-02-10
43566,UPI,Failed,2026-06-04
43567,UPI,Refunded,2026-02-02
43568,Cash,Paid,2025-01-26
43569,Card,Paid,2025-05-17
43570,Card,Paid,2024-10-16
43571,Card,Paid,2025-01-18
43572,UPI,Paid,2026-06-18
43573,UPI,Paid,2025-05-16
43574,Card,Paid,2025-03-10
43575,Cash,Paid,2025-02-15
43576,UPI,Failed,2026-03-09
43577,Cash,Paid,2024-11-16
43578,Net Banking,Paid,2026-02-26
43579,Card,Paid,2026-05-08
43580,UPI,Paid,2024-09-04
43581,UPI,Paid,2025-08-18
43582,Net Banking,Refunded,2026-07-07
43583,Card,Paid,2025-11-12
43584,Card,Paid,2026-06-05
43585,UPI,Failed,2025-11-04
43586,UPI,Paid,2026-08-04
43587,Cash,Paid,2026-04-22
43588,Cash,Paid,2025-04-04
43589,Net Banking,Paid,2025-10-16
43590,Net Banking,Paid,2025-02-02
43591,UPI,Paid,2025-09-05
43592,Cash,Paid,2025-05-26
43593,UPI,Paid,2026-03-07
43594,Wallet,Paid,2025-02-24
43595,UPI,Paid,2025-09-05
43596,Net Banking,Pending,2026-06-14
43597,Card,Paid,2025-11-16
43598,Net Banking,Paid,2026-04-29
43599,UPI,Paid,2026-01-13
43600,Net Banking,Refunded,2024-11-03
43601,Card,Paid,2025-01-30
43602,Net Banking,Paid,2026-04-08
43603,Card,Paid,2025-08-21
43604,UPI,Paid,2026-03-27
43605,Net Banking,Paid,2025-02-08
43606,Card,Paid,2025-07-10
43607,UPI,Paid,2025-05-13
43608,UPI,Paid,2026-03-06
43609,Cash,Paid,2025-07-08
43610,Card,Paid,2025-04-30
43611,UPI,Paid,2024-09-27
43612,UPI,Failed,2025-12-04
43613,UPI,Pending,2026-02-28
43614,UPI,Paid,2025-04-21
43615,Card,Paid,2024-08-09
43616,UPI,Paid,2026-04-10
43617,Net Banking,Paid,2026-05-23
43618,UPI,Paid,2025-08-21
43619,Wallet,Paid,2026-05-22
43620,Card,Paid,2025-03-29
43621,UPI,Paid,2026-02-03
43622,Wallet,Pending,2025-12-02
43623,UPI,Paid,2024-10-11
43624,Card,Paid,2025-02-13
43625,UPI,Paid,2025-02-02
43626,Cash,Paid,2026-01-03
43627,Wallet,Paid,2025-03-10
43628,UPI,Paid,2025-11-15
43629,Net Banking,Paid,2026-04-22
43630,Net Banking,Paid,2026-06-21
43631,Cash,Paid,2025-04-16
43632,Cash,Paid,2024-10-27
43633,UPI,Paid,2025-01-11
43634,Cash,Paid,2025-10-11
43635,UPI,Paid,2025-12-27
43636,UPI,Paid,2024-09-01
43637,UPI,Paid,2026-04-14
43638,Card,Paid,2026-02-08
43639,UPI,Paid,2026-07-27
43640,UPI,Paid,2025-09-04
43641,UPI,Paid,2025-09-05
43642,Net Banking,Paid,2026-01-24
43643,Cash,Failed,2026-08-04
43644,Cash,Paid,2025-08-23
43645,Wallet,Paid,2026-02-15
43646,Cash,Paid,2025-08-25
43647,UPI,Paid,2025-04-21
43648,Net Banking,Paid,2024-10-17
43649,UPI,Paid,2025-07-26
43650,UPI,Paid,2026-02-06
43651,UPI,Paid,2026-01-22
43652,UPI,Paid,2026-08-02
43653,UPI,Paid,2025-05-01
43654,Card,Paid,2025-10-15
43655,UPI,Failed,2026-04-21
43656,Card,Paid,2024-11-10
43657,Cash,Paid,2025-10-28
43658,Card,Pending,2025-10-14
43659,UPI,Paid,2026-07-07
43660,Wallet,Paid,2025-03-21
43661,Net Banking,Paid,2026-01-02
43662,UPI,Paid,2026-06-14
43663,UPI,Paid,2025-08-04
43664,Cash,Paid,2026-03-02
43665,Net Banking,Paid,2025-09-20
43666,Card,Paid,2024-09-21
43667,UPI,Paid,2024-10-07
43668,Net Banking,Paid,2025-01-13
43669,Card,Paid,2025-01-06
43670,UPI,Paid,2024-09-29
43671,UPI,Paid,2026-05-24
43672,Net Banking,Paid,2025-12-14
43673,Card,Paid,2024-12-29
43674,UPI,Failed,2024-10-07
43675,UPI,Refunded,2025-06-21
43676,UPI,Paid,2024-09-11
43677,Net Banking,Paid,2026-06-24
43678,Card,Paid,2026-03-27
43679,Wallet,Paid,2026-02-07
43680,UPI,Paid,2025-04-26
43681,UPI,Paid,2025-08-30
43682,Card,Paid,2024-08-29
43683,UPI,Paid,2025-05-28
43684,UPI,Paid,2025-01-31
43685,Net Banking,Paid,2024-12-17
43686,UPI,Paid,2025-02-06
43687,UPI,Paid,2025-01-24
43688,UPI,Paid,2025-01-02
43689,Card,Paid,2024-10-18
43690,UPI,Paid,2026-04-21
43691,Wallet,Paid,2026-06-29
43692,UPI,Paid,2025-11-11
43693,Card,Paid,2024-08-10
43694,Card,Paid,2025-07-21
43695,Card,Paid,2026-06-25
43696,UPI,Refunded,2024-11-01
43697,Cash,Paid,2024-11-30
43698,Card,Paid,2025-09-25
43699,Wallet,Paid,2025-12-06
43700,UPI,Paid,2026-05-22
43701,Wallet,Paid,2024-10-05
43702,UPI,Paid,2025-10-03
43703,UPI,Paid,2026-04-02
43704,UPI,Failed,2026-05-12
43705,Net Banking,Paid,2025-04-13
43706,UPI,Paid,2024-12-05
43707,UPI,Paid,2025-04-24
43708,Card,Paid,2025-01-14
43709,UPI,Paid,2026-05-22
43710,Net Banking,Paid,2025-06-20
43711,Wallet,Paid,2025-03-29
43712,Card,Failed,2025-06-21
43713,Wallet,Paid,2025-10-05
43714,UPI,Paid,2025-01-16
43715,Card,Paid,2025-12-23
43716,Net Banking,Paid,2025-01-23
43717,Cash,Paid,2025-03-29
43718,Net Banking,Paid,2025-03-03
43719,UPI,Paid,2025-06-27
43720,UPI,Paid,2024-10-09
43721,Card,Paid,2025-06-12
43722,UPI,Failed,2024-12-03
43723,Cash,Paid,2024-12-27
43724,UPI,Paid,2025-09-18
43725,UPI,Paid,2026-06-03
43726,Wallet,Paid,2024-08-15
43727,UPI,Paid,2025-12-15
43728,Card,Paid,2025-09-03
43729,UPI,Paid,2025-05-05
43730,Net Banking,Paid,2024-11-25
43731,Card,Paid,2025-05-16
43732,UPI,Paid,2025-01-31
43733,Net Banking,Paid,2025-06-25
43734,Cash,Paid,2025-06-09
43735,Card,Paid,2025-09-26
43736,Cash,Paid,2024-11-10
43737,Net Banking,Paid,2025-05-15
43738,UPI,Paid,2025-07-08
43739,Cash,Paid,2026-04-26
43740,UPI,Paid,2026-06-08
43741,UPI,Failed,2026-07-07
43742,Card,Paid,2025-11-08
43743,UPI,Paid,2026-04-14
43744,Cash,Paid,2024-10-18
43745,Net Banking,Paid,2025-11-18
43746,UPI,Paid,2026-07-19
43747,UPI,Paid,2026-07-04
43748,Card,Paid,2025-10-11
43749,UPI,Paid,2025-03-29
43750,Cash,Paid,2025-02-20
43751,UPI,Paid,2024-09-13
43752,Cash,Paid,2026-03-20
43753,UPI,Paid,2026-04-03
43754,Net Banking,Paid,2025-10-29
43755,UPI,Paid,2025-10-02
43756,Net Banking,Paid,2026-03-29
43757,UPI,Paid,2026-06-25
43758,UPI,Paid,2026-02-10
43759,Card,Paid,2025-08-01
43760,Cash,Paid,2024-09-01
43761,Cash,Paid,2026-02-24
43762,UPI,Paid,2025-11-03
43763,Cash,Paid,2026-01-13
43764,UPI,Paid,2026-03-16
43765,UPI,Paid,2026-01-21
43766,UPI,Paid,2025-07-31
43767,Net Banking,Paid,2025-06-23
43768,UPI,Paid,2025-04-21
43769,UPI,Paid,2025-09-28
43770,Net Banking,Paid,2025-07-12
43771,Card,Paid,2025-05-11
43772,UPI,Paid,2025-02-07
43773,UPI,Paid,2025-01-25
43774,Card,Paid,2026-01-06
43775,UPI,Paid,2024-12-27
43776,UPI,Failed,2025-02-02
43777,Card,Paid,2025-03-09
43778,Card,Paid,2026-04-11
43779,Net Banking,Paid,2026-06-11
43780,Wallet,Paid,2026-03-09
43781,Cash,Paid,2026-01-01
43782,UPI,Paid,2026-07-21
43783,UPI,Paid,2025-02-15
43784,UPI,Paid,2024-08-16
43785,Net Banking,Paid,2026-06-17
43786,Wallet,Paid,2024-11-05
43787,Net Banking,Paid,2025-02-04
43788,Card,Failed,2025-04-17
43789,UPI,Paid,2026-05-11
43790,UPI,Paid,2024-12-31
43791,Net Banking,Paid,2025-12-14
43792,Cash,Paid,2025-06-23
43793,UPI,Paid,2026-06-23
43794,UPI,Paid,2026-02-08
43795,Net Banking,Paid,2025-04-22
43796,UPI,Paid,2025-04-22
43797,Card,Paid,2024-11-13
43798,Net Banking,Paid,2024-12-14
43799,Card,Paid,2026-03-12
43800,Cash,Paid,2025-10-27
43801,Card,Paid,2026-06-11
43802,UPI,Paid,2025-10-17
43803,UPI,Paid,2026-04-07
43804,UPI,Failed,2025-11-18
43805,Wallet,Paid,2026-07-11
43806,UPI,Paid,2026-06-26
43807,Cash,Paid,2024-11-08
43808,UPI,Paid,2025-06-24
43809,UPI,Paid,2025-02-04
43810,Card,Paid,2025-04-03
43811,Wallet,Paid,2026-04-09
43812,UPI,Paid,2025-07-06
43813,UPI,Paid,2025-02-26
43814,UPI,Paid,2026-04-15
43815,UPI,Paid,2024-09-12
43816,Card,Paid,2024-10-28
43817,UPI,Failed,2024-10-15
43818,Net Banking,Paid,2024-10-29
43819,Card,Paid,2024-10-12
43820,Net Banking,Paid,2024-09-16
43821,UPI,Paid,2025-07-11
43822,Net Banking,Paid,2024-10-08
43823,Net Banking,Paid,2026-07-20
43824,UPI,Paid,2026-03-10
43825,Net Banking,Paid,2026-06-14
43826,Cash,Paid,2026-05-09
43827,Card,Paid,2024-09-17
43828,Cash,Paid,2024-08-26
43829,UPI,Paid,2026-01-26
43830,Card,Paid,2025-09-21
43831,UPI,Paid,2024-08-22
43832,UPI,Paid,2026-03-08
43833,UPI,Paid,2025-07-19
43834,UPI,Paid,2025-11-09
43835,Cash,Paid,2024-12-10
43836,Net Banking,Paid,2025-04-05
43837,Card,Paid,2026-02-14
43838,UPI,Paid,2025-11-13
43839,Cash,Paid,2024-09-26
43840,Cash,Failed,2024-08-25
43841,Cash,Paid,2025-12-21
43842,Cash,Paid,2025-04-01
43843,Card,Pending,2024-08-17
43844,UPI,Paid,2026-04-11
43845,UPI,Paid,2026-05-20
43846,UPI,Paid,2025-03-08
43847,UPI,Failed,2026-03-07
43848,UPI,Paid,2025-09-03
43849,Cash,Paid,2025-02-20
43850,UPI,Paid,2024-10-21
43851,Cash,Paid,2024-10-30
43852,Net Banking,Paid,2025-02-14
43853,Card,Paid,2025-10-13
43854,Cash,Paid,2025-07-01
43855,UPI,Paid,2024-09-26
43856,Wallet,Paid,2025-10-11
43857,Cash,Paid,2024-08-13
43858,Cash,Paid,2025-06-08
43859,UPI,Paid,2026-06-18
43860,UPI,Paid,2025-01-31
43861,Wallet,Paid,2026-05-07
43862,UPI,Paid,2026-05-23
43863,Net Banking,Failed,2026-04-16
43864,UPI,Paid,2026-06-13
43865,UPI,Paid,2024-09-14
43866,UPI,Paid,2024-08-15
43867,UPI,Paid,2026-06-11
43868,UPI,Paid,2025-03-30
43869,UPI,Paid,2025-03-07
43870,UPI,Paid,2025-01-04
43871,UPI,Paid,2025-02-23
43872,UPI,Paid,2026-04-21
43873,Net Banking,Paid,2025-09-18
43874,Card,Refunded,2025-05-07
43875,UPI,Failed,2026-01-15
43876,Cash,Paid,2025-08-30
43877,Cash,Paid,2024-11-13
43878,Cash,Paid,2025-04-13
43879,Wallet,Paid,2026-05-02
43880,Card,Paid,2026-06-18
43881,Cash,Paid,2026-01-17
43882,Cash,Paid,2024-08-28
43883,Card,Paid,2024-10-28
43884,UPI,Paid,2026-06-19
43885,Cash,Paid,2024-08-28
43886,UPI,Paid,2026-04-30
43887,Cash,Paid,2026-07-03
43888,UPI,Failed,2025-05-29
43889,UPI,Refunded,2026-01-21
43890,UPI,Paid,2026-04-24
43891,UPI,Pending,2025-01-21
43892,UPI,Paid,2025-08-19
43893,Cash,Paid,2026-04-10
43894,UPI,Paid,2026-01-25
43895,UPI,Paid,2024-11-20
43896,Card,Paid,2025-08-19
43897,UPI,Paid,2024-09-05
43898,Wallet,Paid,2025-10-13
43899,Cash,Paid,2024-09-25
43900,Card,Paid,2026-04-06
43901,UPI,Paid,2025-08-14
43902,UPI,Paid,2025-02-20
43903,UPI,Paid,2024-10-05
43904,UPI,Paid,2025-02-03
43905,UPI,Paid,2025-07-22
43906,UPI,Paid,2026-02-19
43907,UPI,Paid,2026-04-06
43908,UPI,Paid,2026-05-18
43909,Wallet,Paid,2026-02-26
43910,UPI,Paid,2025-03-06
43911,Card,Paid,2026-03-29
43912,UPI,Paid,2024-10-16
43913,Cash,Paid,2025-10-30
43914,UPI,Paid,2026-04-05
43915,Net Banking,Failed,2026-02-15
43916,Card,Paid,2026-07-27
43917,Cash,Paid,2025-01-29
43918,Cash,Paid,2026-05-20
43919,UPI,Paid,2026-07-05
43920,UPI,Paid,2025-01-27
43921,UPI,Paid,2026-08-01
43922,UPI,Paid,2024-08-30
43923,UPI,Paid,2025-05-01
43924,UPI,Paid,2026-03-13
43925,UPI,Paid,2025-08-13
43926,Cash,Paid,2026-02-15
43927,Cash,Paid,2026-07-07
43928,Card,Paid,2025-08-25
43929,UPI,Paid,2026-04-10
43930,Card,Paid,2025-06-23
43931,Cash,Pending,2025-01-26
43932,Card,Failed,2024-12-16
43933,Net Banking,Pending,2026-05-17
43934,UPI,Paid,2025-10-18
43935,Cash,Paid,2025-08-14
43936,Cash,Pending,2026-02-09
43937,UPI,Paid,2026-01-19
43938,UPI,Paid,2025-06-18
43939,Net Banking,Paid,2026-01-03
43940,Card,Paid,2025-09-02
43941,UPI,Pending,2026-04-20
43942,Card,Paid,2025-12-07
43943,Card,Paid,2026-06-02
43944,UPI,Paid,2026-01-18
43945,Cash,Paid,2026-06-19
43946,Cash,Pending,2024-12-04
43947,UPI,Paid,2025-03-04
43948,Cash,Pending,2025-09-20
43949,Cash,Paid,2025-10-03
43950,UPI,Paid,2025-05-08
43951,UPI,Paid,2024-09-03
43952,Cash,Paid,2025-04-14
43953,UPI,Paid,2025-10-04
43954,Card,Pending,2026-06-04
43955,UPI,Pending,2025-09-03
43956,Card,Paid,2025-07-31
43957,Net Banking,Paid,2026-08-05
43958,Cash,Paid,2026-02-14
43959,Wallet,Pending,2026-04-04
43960,UPI,Paid,2025-06-21
43961,UPI,Paid,2026-03-16
43962,UPI,Paid,2026-01-23
43963,UPI,Failed,2024-10-09
43964,Cash,Paid,2026-05-31
43965,Card,Paid,2025-03-05
43966,UPI,Paid,2025-09-15
43967,Net Banking,Paid,2025-09-02
43968,Wallet,Failed,2026-06-09
43969,UPI,Paid,2025-05-19
43970,Card,Paid,2024-10-02
43971,Wallet,Paid,2026-04-22
43972,Wallet,Paid,2026-03-16
43973,UPI,Paid,2025-07-15
43974,UPI,Paid,2025-07-06
43975,Cash,Paid,2026-02-05
43976,Net Banking,Paid,2025-12-30
43977,Cash,Paid,2025-06-20
43978,UPI,Paid,2026-05-12
43979,UPI,Paid,2026-02-13
43980,UPI,Paid,2025-07-21
43981,Cash,Paid,2025-06-27
43982,Cash,Paid,2026-02-27
43983,UPI,Paid,2026-05-30
43984,Net Banking,Paid,2026-02-27
43985,UPI,Paid,2024-10-15
43986,UPI,Paid,2024-11-17
43987,UPI,Paid,2025-03-06
43988,UPI,Paid,2025-08-14
43989,UPI,Failed,2024-12-19
43990,Net Banking,Paid,2024-10-13
43991,UPI,Paid,2024-08-11
43992,Card,Paid,2026-05-09
43993,Net Banking,Paid,2026-02-16
43994,Cash,Pending,2025-09-24
43995,UPI,Paid,2025-01-11
43996,UPI,Paid,2026-05-24
43997,UPI,Paid,2024-08-16
43998,Net Banking,Paid,2025-09-03
43999,Net Banking,Paid,2025-06-22
44000,Cash,Paid,2026-01-31
44001,UPI,Paid,2025-05-03
44002,UPI,Paid,2025-01-07
44003,UPI,Paid,2026-08-04
44004,UPI,Paid,2024-10-12
44005,UPI,Paid,2026-07-29
44006,UPI,Paid,2026-01-13
44007,UPI,Paid,2026-06-07
44008,UPI,Paid,2024-10-03
44009,Cash,Paid,2024-12-08
44010,UPI,Paid,2025-11-22
44011,Cash,Paid,2026-03-26
44012,UPI,Paid,2025-07-16
44013,UPI,Paid,2026-03-30
44014,UPI,Pending,2026-01-28
44015,Cash,Paid,2026-02-04
44016,Card,Paid,2025-10-06
44017,Card,Paid,2026-01-09
44018,Net Banking,Paid,2025-08-01
44019,UPI,Paid,2025-06-26
44020,UPI,Paid,2025-10-27
44021,UPI,Paid,2026-03-03
44022,UPI,Failed,2025-09-02
44023,UPI,Paid,2024-08-31
44024,Cash,Paid,2025-07-22
44025,Net Banking,Failed,2025-12-26
44026,UPI,Pending,2024-11-17
44027,UPI,Paid,2024-10-10
44028,Cash,Paid,2025-11-23
44029,UPI,Paid,2025-09-29
44030,UPI,Paid,2024-10-28
44031,Net Banking,Paid,2026-01-20
44032,UPI,Paid,2025-05-28
44033,Card,Paid,2026-06-02
44034,UPI,Paid,2024-08-07
44035,UPI,Paid,2024-08-30
44036,Cash,Paid,2025-05-22
44037,UPI,Failed,2025-12-02
44038,Cash,Paid,2025-09-03
44039,UPI,Pending,2024-11-16
44040,Cash,Paid,2026-01-09
44041,Cash,Paid,2025-09-04
44042,UPI,Paid,2025-08-04
44043,UPI,Paid,2025-03-11
44044,UPI,Paid,2024-12-14
44045,Cash,Pending,2025-09-06
44046,UPI,Paid,2025-11-12
44047,Net Banking,Paid,2025-03-21
44048,UPI,Paid,2025-09-27
44049,Net Banking,Paid,2025-03-14
44050,Cash,Paid,2025-08-26
44051,Cash,Paid,2024-08-17
44052,Card,Paid,2025-02-04
44053,UPI,Paid,2026-04-17
44054,UPI,Paid,2024-09-22
44055,UPI,Failed,2024-12-05
44056,UPI,Paid,2024-09-05
44057,Card,Paid,2025-12-31
44058,Cash,Paid,2025-03-31
44059,UPI,Paid,2025-09-23
44060,UPI,Paid,2026-08-05
44061,UPI,Paid,2025-12-12
44062,Card,Paid,2025-06-04
44063,Net Banking,Paid,2025-06-25
44064,UPI,Paid,2026-04-18
44065,Cash,Paid,2025-05-25
44066,UPI,Paid,2025-01-06
44067,UPI,Paid,2025-05-12
44068,Cash,Paid,2026-01-08
44069,UPI,Paid,2026-02-10
44070,Wallet,Paid,2024-08-21
44071,UPI,Paid,2025-03-28
44072,Net Banking,Paid,2026-04-27
44073,Card,Paid,2025-12-09
44074,UPI,Paid,2024-11-19
44075,Card,Paid,2024-12-15
44076,UPI,Paid,2026-05-11
44077,Cash,Paid,2025-05-03
44078,Cash,Paid,2026-04-17
44079,Cash,Paid,2024-08-16
